Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
79,4.0,0.0,0.0,839.0,7.0,81.0,5548.0,0.1,58.5,0.0,0.0,830.1905875205994,,,,,,,,,,,,,,,,,,,,,5.546637659491562,1.9116292610647676,8.07248010924534,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4.0,0.0,0.0,902.0,8.0,63.0,5611.0,0.1,47.0,0.0,0.0,836.3899521827698,,,,,,,,,,,,,,,,,,,,,5.446663488555479,1.8619310891803742,7.526020548394511,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,965.0,9.0,63.0,5674.0,0.1,49.0,0.0,0.0,842.3087940216064,,,,,,,,,,,,,,,,,,,,,5.677338566107025,2.111545555985866,7.8503621387279106,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,1034.0,10.0,69.0,5743.0,0.1,47.0,0.0,0.0,848.7499930858612,,,,,,,,,,,,,,,,,,,,,4.991646294730448,1.749712902547561,7.37385315200196,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,1068.0,11.0,34.0,5777.0,0.1,24.5,0.0,0.0,852.2082719802856,,,,,,,,,,,,,,,,,,,,,4.559639121338172,2.0971717117573885,7.614504629313354,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,1096.0,12.0,28.0,5805.0,0.1,18.0,0.0,0.0,855.3192489147186,,,,,,,,,,,,,,,,,,,,,3.7897201613017226,1.7347315802449819,6.800800953029717,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,1133.0,13.0,37.0,5842.0,0.1,24.5,0.0,0.0,858.9748058319092,,,,,,,,,,,,,,,,,,,,,4.209780810903403,1.9274041653252993,7.500740185419534,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,1167.0,14.0,34.0,5876.0,0.1,22.5,0.0,0.0,862.3881366252899,,,,,,,,,,,,,,,,,,,,,4.115211852296337,1.913189159990934,7.373367307116403,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,1216.0,15.0,49.0,5925.0,0.1,31.0,0.0,0.0,867.0441830158234,,,,,,,,,,,,,,,,,,,,,4.362386427424109,1.560755580445034,6.907499750447108,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1327.0,16.0,111.0,6036.0,0.1,90.0,0.0,0.0,877.2364771366119,,,,,,,,,,,,,,,,,,,,,6.2892764495579145,1.7958888225503646,8.191042825050827,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1377.0,17.0,50.0,6086.0,0.1,34.0,0.0,0.0,882.4088866710663,,,,,,,,,,,,,,,,,,,,,4.764313079035047,1.8157183073480787,6.9972082523079,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1470.0,18.0,93.0,6179.0,0.1,69.0,0.0,0.0,890.9931082725525,,,,,,,,,,,,,,,,,,,,,5.637363499046315,1.6463332249132607,7.886880440384013,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,5.0,0.0,0.0,176.0,1.0,176.0,6355.0,0.1,133.0,0.0,0.0,975.99050116539,,,,,,,,,,,,,,,,,,,,,6.023204996185836,1.6314717650375985,8.307388039328112,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5.0,0.0,0.0,251.0,2.0,75.0,6430.0,0.1,55.0,0.0,0.0,982.9343438148499,,,,,,,,,,,,,,,,,,,,,5.487303062243517,1.7267319200539546,7.646389341537671,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,5.0,0.0,0.0,373.0,3.0,122.0,6552.0,0.1,89.0,0.0,0.0,994.1527469158173,,,,,,,,,,,,,,,,,,,,,5.747585302813818,1.7098270586893058,8.120928529256382,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5.0,0.0,0.0,429.0,4.0,56.0,6608.0,0.1,38.0,0.0,0.0,999.5649650096893,,,,,,,,,,,,,,,,,,,,,4.8971647677060375,1.6123399784860204,7.114748087895116,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5.0,0.0,0.0,546.0,5.0,117.0,6725.0,0.1,90.5,0.0,0.0,1010.1586363315582,,,,,,,,,,,,,,,,,,,,,6.0608680881023265,1.8035550654623498,8.294133612097204,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5.0,0.0,0.0,723.0,6.0,177.0,6902.0,0.1,138.0,0.0,0.0,1026.2933146953583,,,,,,,,,,,,,,,,,,,,,6.221507673453899,1.6337603678197758,8.230980495800038,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5.0,0.0,0.0,820.0,7.0,97.0,6999.0,0.1,76.5,0.0,0.0,1035.1034290790558,,,,,,,,,,,,,,,,,,,,,6.031879090072368,1.9764896492665132,8.235166120848794,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5.0,0.0,0.0,942.0,8.0,122.0,7121.0,0.1,86.0,0.0,0.0,1046.1659700870514,,,,,,,,,,,,,,,,,,,,,5.5006451402370065,1.5808807404362284,8.185828902373869,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5.0,0.0,0.0,1118.0,9.0,176.0,7297.0,0.1,144.0,0.0,0.0,1062.2016344070435,,,,,,,,,,,,,,,,,,,,,6.593946009510142,1.4121984238788998,8.287866921574459,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5.0,0.0,0.0,1184.0,10.0,66.0,7363.0,0.1,53.5,0.0,0.0,1068.5668127536774,,,,,,,,,,,,,,,,,,,,,5.95997152284181,2.219851800425176,8.173845357445966,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,1235.0,11.0,51.0,7414.0,0.1,41.0,0.0,0.0,1073.4667065143585,,,,,,,,,,,,,,,,,,,,,5.692013583334497,2.287527938679163,8.027309479963314,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,1286.0,12.0,51.0,7465.0,0.1,35.5,0.0,0.0,1078.8613250255585,,,,,,,,,,,,,,,,,,,,,4.879868224910227,1.8530310833363786,7.27686785065781,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,1325.0,13.0,39.0,7504.0,0.1,28.0,0.0,0.0,1082.856073141098,,,,,,,,,,,,,,,,,,,,,4.696297140691915,2.170359143864181,7.775476990653193,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,1421.0,14.0,96.0,7600.0,0.1,68.0,0.0,0.0,1091.802583694458,,,,,,,,,,,,,,,,,,,,,5.408036375259351,1.6334863663316015,7.794638685518877,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,1505.0,15.0,84.0,7684.0,0.1,57.0,0.0,0.0,1099.8148882389069,,,,,,,,,,,,,,,,,,,,,5.09695173137879,1.6741025535626928,7.754547761602553,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,1554.0,16.0,49.0,7733.0,0.1,33.0,0.0,0.0,1104.6658246517181,,,,,,,,,,,,,,,,,,,,,4.634565891271051,1.7322123048966673,7.423492457807625,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1622.0,17.0,68.0,7801.0,0.1,50.5,0.0,0.0,1110.9960296154022,,,,,,,,,,,,,,,,,,,,,5.49976362386682,1.6962464736925276,7.599172324164281,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,6.0,0.0,0.0,0.0,0.0,75.0,7876.0,0.1,56.0,0.0,0.0,1179.416977405548,,,,,,,,,0.864009,0.10334845,1.0213343,0.7481835,,,,,20.231972,10.979403,54.340042,7.0119934,5.5535291760690155,1.8837454567986052,7.7714842657268335,0.5,2.0973063,0.0,2.0973063,2.0973063,-6.2805781004133784e-18,0.9999999903853934,4.676535461840389,-4.36034288342299,5.8843064,1.5272057,8.345871,0.88468665,0.96222806,0.056338836,1.0417365,0.8927322,-0.07717079,0.04796706,0.0006991166,-0.12357554,5.79503251087233,1.7340780831054998,8.095229420658061,0.5,0.09135987,0.0,0.09135987,0.09135987,1.053596,0.7828204,28.363167,0.011596099,0.99230504,0.15314631,1.2,0.8
109,6.0,0.0,0.0,159.0,1.0,159.0,8035.0,0.1,123.5,0.0,0.0,1210.6222665309906,,,,,,,,,,,,,,,,,,,,,6.198579569710901,1.484324959848158,8.02392529782351,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6.0,0.0,0.0,227.0,2.0,68.0,8103.0,0.1,50.0,0.0,0.0,1216.9726021289825,,,,,,,,,,,,,,,,,,,,,5.42437798504154,1.9905531302746515,7.718560257454198,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6.0,0.0,0.0,410.0,3.0,183.0,8286.0,0.1,143.0,0.0,0.0,1233.5423057079315,,,,,,,,,,,,,,,,,,,,,6.2259522588535985,1.4537421295523576,8.107035634781733,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,6.0,0.0,0.0,448.0,4.0,38.0,8324.0,0.1,27.5,0.0,0.0,1237.2851083278656,,,,,,,,,,,,,,,,,,,,,4.815285282480063,1.9895492561298778,7.156894514321943,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,6.0,0.0,0.0,487.0,5.0,39.0,8363.0,0.1,24.0,0.0,0.0,1241.1325454711914,,,,,,,,,,,,,,,,,,,,,4.007902412903923,1.535861806382771,6.770424467471124,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,6.0,0.0,0.0,611.0,6.0,124.0,8487.0,0.1,85.5,0.0,0.0,1252.2932801246643,,,,,,,,,,,,,,,,,,,,,5.389873513679986,1.4707686305305394,7.771349712938351,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,6.0,0.0,0.0,718.0,7.0,107.0,8594.0,0.1,71.5,0.0,0.0,1262.0430204868317,,,,,,,,,,,,,,,,,,,,,5.133789282893066,1.3284595599333298,7.2083491834362485,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,6.0,0.0,0.0,902.0,8.0,184.0,8778.0,0.1,152.5,0.0,0.0,1278.7587234973907,,,,,,,,,,,,,,,,,,,,,6.654083218436334,1.2634544228040014,8.116390624454334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,6.0,0.0,0.0,1007.0,9.0,105.0,8883.0,0.1,81.5,0.0,0.0,1288.3413608074188,,,,,,,,,,,,,,,,,,,,,5.969143797092546,1.8031718151225038,8.120852474992157,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,6.0,0.0,0.0,1193.0,10.0,186.0,9069.0,0.1,140.0,0.0,0.0,1304.9922397136688,,,,,,,,,,,,,,,,,,,,,5.999362083766865,1.1342040710274537,7.869625891430203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,6.0,0.0,0.0,1343.0,11.0,150.0,9219.0,0.1,114.5,0.0,0.0,1318.4006173610687,,,,,,,,,,,,,,,,,,,,,6.100069934658085,1.544212108281863,8.25991803146219,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6.0,0.0,0.0,1418.0,12.0,75.0,9294.0,0.1,61.5,0.0,0.0,1325.631592988968,,,,,,,,,,,,,,,,,,,,,6.117006830582268,2.4080654132456694,8.325075574327975,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,1484.0,13.0,66.0,9360.0,0.1,48.0,0.0,0.0,1332.1538598537445,,,,,,,,,,,,,,,,,,,,,5.328550777509122,1.9892133539794121,7.883099628107806,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,1531.0,14.0,47.0,9407.0,0.1,29.0,0.0,0.0,1336.7903563976288,,,,,,,,,,,,,,,,,,,,,4.156723631601186,1.5684467093328716,7.1746884268715245,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,1571.0,15.0,40.0,9447.0,0.1,26.5,0.0,0.0,1340.8335375785828,,,,,,,,,,,,,,,,,,,,,4.339723310225609,1.7958051968461461,7.32092989529581,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,1613.0,16.0,42.0,9489.0,0.1,27.5,0.0,0.0,1344.9493613243103,,,,,,,,,,,,,,,,,,,,,4.346885690150467,1.8359923835129295,7.220681975260391,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,1698.0,17.0,85.0,9574.0,0.1,57.5,0.0,0.0,1353.1685073375702,,,,,,,,,,,,,,,,,,,,,5.060477106762626,1.5435270580550269,7.597021579314583,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7.0,0.0,0.0,0.0,0.0,26.0,9600.0,0.1,17.5,0.0,0.0,1417.1935768127441,,,,,,,,,0.8170874,0.08003555,0.9476167,0.73425674,,,,,17.29236,8.909071,49.86781,5.8130846,3.894023478960933,1.8857529916546065,6.909409537244175,0.5,2.0762315,0.0,2.0762315,2.0762315,-1.236443275684629e-17,0.9999999899289534,4.155560538538129,-5.765428458319383,5.6607,1.4032464,8.038126,1.5774952,0.90579104,0.040265556,0.96737766,0.85553193,-0.0678665,0.040898256,0.0011512885,-0.100512825,5.702272355631293,1.651279443639478,8.160799118960472,0.5,0.09534861,0.0,0.09534861,0.09534861,1.040861,0.51024514,7.4276104,0.0010616197,0.9944525,0.15403509,1.2,0.8
127,7.0,0.0,0.0,83.0,1.0,83.0,9683.0,0.1,62.5,0.0,0.0,1438.675555229187,,,,,,,,,,,,,,,,,,,,,5.701243655825891,1.74373254967364,7.821126320747986,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,7.0,0.0,0.0,159.0,2.0,76.0,9759.0,0.1,56.0,0.0,0.0,1445.7383685112,,,,,,,,,,,,,,,,,,,,,5.450744109365857,1.8694715017551042,8.121402017798802,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,7.0,0.0,0.0,219.0,3.0,60.0,9819.0,0.1,44.0,0.0,0.0,1451.6699516773224,,,,,,,,,,,,,,,,,,,,,5.335566450213977,1.7376955200914392,7.2106425083411185,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,7.0,0.0,0.0,282.0,4.0,63.0,9882.0,0.1,45.0,0.0,0.0,1457.7588913440704,,,,,,,,,,,,,,,,,,,,,5.219866608078468,1.8043130988808909,7.452533621444455,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,7.0,0.0,0.0,312.0,5.0,30.0,9912.0,0.1,21.5,0.0,0.0,1460.817244052887,,,,,,,,,,,,,,,,,,,,,4.356559719572993,2.131170852390502,7.510827749918938,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,7.0,0.0,0.0,460.0,6.0,148.0,10060.0,0.1,109.5,0.0,0.0,1474.0699784755707,,,,,,,,,,,,,,,,,,,,,5.846893018767322,1.7407464676689577,8.282019931718953,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,7.0,0.0,0.0,638.0,7.0,178.0,10238.0,0.1,142.0,0.0,0.0,1490.175862312317,,,,,,,,,,,,,,,,,,,,,6.358970139814504,1.3515269342359535,8.13516961139558,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,7.0,0.0,0.0,809.0,8.0,171.0,10409.0,0.1,125.5,0.0,0.0,1505.4303123950958,,,,,,,,,,,,,,,,,,,,,5.875321435375481,1.4855405238833859,8.160029472848029,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,7.0,0.0,0.0,845.0,9.0,36.0,10445.0,0.1,25.0,0.0,0.0,1508.964509487152,,,,,,,,,,,,,,,,,,,,,4.496442926550659,1.84131742977942,7.199595244448805,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,7.0,0.0,0.0,952.0,10.0,107.0,10552.0,0.1,88.5,0.0,0.0,1518.6920728683472,,,,,,,,,,,,,,,,,,,,,6.401289818903825,1.9954469181001158,8.308407481945457,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7.0,0.0,0.0,989.0,11.0,37.0,10589.0,0.1,28.5,0.0,0.0,1522.3290042877197,,,,,,,,,,,,,,,,,,,,,5.02235871837909,2.3823966314337475,8.00713751342567,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7.0,0.0,0.0,1095.0,12.0,106.0,10695.0,0.1,82.5,0.0,0.0,1532.3935198783875,,,,,,,,,,,,,,,,,,,,,6.009479646597933,1.955019718745126,8.300029295827207,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,7.0,0.0,0.0,1175.0,13.0,80.0,10775.0,0.1,59.5,0.0,0.0,1539.816636800766,,,,,,,,,,,,,,,,,,,,,5.734872058654237,2.1268916388477153,8.13088980293036,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7.0,0.0,0.0,1244.0,14.0,69.0,10844.0,0.1,54.0,0.0,0.0,1546.3711276054382,,,,,,,,,,,,,,,,,,,,,5.746576950336681,2.2079177966121093,8.28814934299107,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,1307.0,15.0,63.0,10907.0,0.1,49.0,0.0,0.0,1552.3613512516022,,,,,,,,,,,,,,,,,,,,,5.6618088936425,2.3265977716217123,8.195114899180515,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,1360.0,16.0,53.0,10960.0,0.1,42.0,0.0,0.0,1557.7272598743439,,,,,,,,,,,,,,,,,,,,,5.622105524797979,2.399941400320195,8.147749494904359,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,1407.0,17.0,47.0,11007.0,0.1,35.0,0.0,0.0,1563.4565320014954,,,,,,,,,,,,,,,,,,,,,5.1132186698719115,2.2279635977227956,7.956413613019654,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8.0,0.0,0.0,0.0,0.0,146.0,11153.0,0.1,107.5,0.0,0.0,1634.101933479309,,,,,,,,,0.73812556,0.09492803,0.8888705,0.6335621,,,,,17.201635,8.750965,54.589108,5.3931746,5.802250144793094,1.4244552132925339,7.76169689865504,0.5,2.0594282,0.0,2.0594282,2.0594282,-2.7451747679076634e-17,0.9999999895531831,4.763704561593229,-6.0542647502699225,5.469989,1.4889294,7.967404,0.87395483,0.83104926,0.04463221,0.89625055,0.7729247,-0.07226032,0.0514873,0.01334189,-0.11876839,5.702068303463307,1.784064767686655,8.11389969463328,0.5,0.09929133,0.0,0.09929133,0.09929133,1.0644127,0.64753014,13.171368,0.0047677425,0.9949944,0.1531638,1.2,0.8
145,8.0,0.0,0.0,34.0,1.0,34.0,11187.0,0.1,23.0,0.0,0.0,1660.0626947879791,,,,,,,,,,,,,,,,,,,,,4.238065870048843,1.9634595512893798,7.371760395403823,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,8.0,0.0,0.0,61.0,2.0,27.0,11214.0,0.1,18.5,0.0,0.0,1662.859661102295,,,,,,,,,,,,,,,,,,,,,3.9980515374945207,1.9840756294040713,7.162077761515696,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,8.0,0.0,0.0,143.0,3.0,82.0,11296.0,0.1,66.0,0.0,0.0,1670.3819444179535,,,,,,,,,,,,,,,,,,,,,6.080455532452513,1.7661228641203506,7.965286106233569,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,8.0,0.0,0.0,224.0,4.0,81.0,11377.0,0.1,61.5,0.0,0.0,1677.8047573566437,,,,,,,,,,,,,,,,,,,,,5.731040306712303,1.9112012996033148,7.999447069212142,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,8.0,0.0,0.0,387.0,5.0,163.0,11540.0,0.1,122.0,0.0,0.0,1692.5086381435394,,,,,,,,,,,,,,,,,,,,,5.97954660924385,1.497698496946332,8.001605155423338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,8.0,0.0,0.0,467.0,6.0,80.0,11620.0,0.1,64.0,0.0,0.0,1699.7316617965698,,,,,,,,,,,,,,,,,,,,,6.021189539606045,1.7263283058875936,8.001782566867222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,8.0,0.0,0.0,650.0,7.0,183.0,11803.0,0.1,142.5,0.0,0.0,1715.8403389453888,,,,,,,,,,,,,,,,,,,,,6.2322539070961,1.2563141364901986,8.097007281575406,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,8.0,0.0,0.0,834.0,8.0,184.0,11987.0,0.1,145.0,0.0,0.0,1732.0079402923584,,,,,,,,,,,,,,,,,,,,,6.285292194648481,1.2533936162093615,8.107735236156866,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,8.0,0.0,0.0,876.0,9.0,42.0,12029.0,0.1,27.5,0.0,0.0,1736.0258831977844,,,,,,,,,,,,,,,,,,,,,4.328084342442778,1.825361736948028,7.343046118399277,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,8.0,0.0,0.0,937.0,10.0,61.0,12090.0,0.1,45.0,0.0,0.0,1742.1909244060516,,,,,,,,,,,,,,,,,,,,,5.4038276960696985,1.8891016817831021,7.936574667210706,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,8.0,0.0,0.0,989.0,11.0,52.0,12142.0,0.1,34.0,0.0,0.0,1747.0752274990082,,,,,,,,,,,,,,,,,,,,,4.548386752151361,1.6360367655288386,7.2547348483671374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,8.0,0.0,0.0,1177.0,12.0,188.0,12330.0,0.1,157.5,0.0,0.0,1763.6700367927551,,,,,,,,,,,,,,,,,,,,,6.702912698106879,1.3715130251977319,8.24425299063909,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,8.0,0.0,0.0,1278.0,13.0,101.0,12431.0,0.1,83.0,0.0,0.0,1772.749813079834,,,,,,,,,,,,,,,,,,,,,6.349960104881103,2.0885917889315264,8.284285316724828,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,8.0,0.0,0.0,1461.0,14.0,183.0,12614.0,0.1,137.0,0.0,0.0,1789.6494328975677,,,,,,,,,,,,,,,,,,,,,5.970356679274912,1.1648739605827367,8.206303239797178,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,8.0,0.0,0.0,1535.0,15.0,74.0,12688.0,0.1,57.5,0.0,0.0,1796.4302461147308,,,,,,,,,,,,,,,,,,,,,5.945139667227483,2.2202340184627705,8.276115428052313,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,8.0,0.0,0.0,1599.0,16.0,64.0,12752.0,0.1,54.5,0.0,0.0,1803.0739357471466,,,,,,,,,,,,,,,,,,,,,6.2574029995760565,2.4256259838181355,8.320176863708518,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,1655.0,17.0,56.0,12808.0,0.1,45.0,0.0,0.0,1808.4038970470428,,,,,,,,,,,,,,,,,,,,,5.744427173321928,2.3242949115646954,8.26116915712376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,9.0,0.0,0.0,0.0,0.0,49.0,12857.0,0.1,37.0,0.0,0.0,1875.635005235672,,,,,,,,,0.86292166,0.111352816,1.0333874,0.73972076,,,,,19.336018,10.256255,57.57266,5.013863,5.232937506744977,2.2427868618176467,8.045360873372337,0.5,2.0438538,0.0,2.0438538,2.0438538,0.0,0.9999999902380934,5.581265233935195,-5.935150213783319,5.8664517,1.4999621,8.301247,1.135025,0.9544705,0.059947167,1.0405402,0.88009495,-0.07105563,0.05231383,0.013387316,-0.119935684,5.940083877659652,1.7078620724294313,8.227333038794875,0.5,0.10857086,0.0,0.10857086,0.10857086,1.0230035,0.50384235,8.604428,5.5119663e-06,0.99093276,0.15535994,1.2,0.8
163,9.0,0.0,0.0,178.0,1.0,178.0,13035.0,0.1,145.5,0.0,0.0,1908.1146833896637,,,,,,,,,,,,,,,,,,,,,6.518194784601399,1.2181100062468178,8.178634254677156,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,9.0,0.0,0.0,289.0,2.0,111.0,13146.0,0.1,79.0,0.0,0.0,1918.2927796840668,,,,,,,,,,,,,,,,,,,,,5.507394313040488,1.5179728111998816,7.707773729359824,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,9.0,0.0,0.0,324.0,3.0,35.0,13181.0,0.1,21.0,0.0,0.0,1921.8141424655914,,,,,,,,,,,,,,,,,,,,,3.7675280069810535,1.5040193888438471,6.684378061311438,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
