Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
166,9.0,0.0,0.0,418.0,4.0,94.0,13275.0,0.1,69.0,0.0,0.0,1930.7530236244202,,,,,,,,,,,,,,,,,,,,,5.608545080777919,1.6970504891944276,8.055985728750432,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,9.0,0.0,0.0,595.0,5.0,177.0,13452.0,0.1,144.5,0.0,0.0,1946.5801384449005,,,,,,,,,,,,,,,,,,,,,6.531384193572905,1.4910077239033037,8.278948577966501,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,9.0,0.0,0.0,634.0,6.0,39.0,13491.0,0.1,25.5,0.0,0.0,1950.6358535289764,,,,,,,,,,,,,,,,,,,,,4.230492957239812,1.8085037884630246,7.362206818333775,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,9.0,0.0,0.0,701.0,7.0,67.0,13558.0,0.1,44.0,0.0,0.0,1956.8500018119812,,,,,,,,,,,,,,,,,,,,,4.804713405216641,1.51260219648209,6.93453541071566,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,9.0,0.0,0.0,862.0,8.0,161.0,13719.0,0.1,125.5,0.0,0.0,1970.9882276058197,,,,,,,,,,,,,,,,,,,,,6.193171667384465,1.672442684475003,8.273539543344329,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,9.0,0.0,0.0,952.0,9.0,90.0,13809.0,0.1,68.5,0.0,0.0,1979.130954027176,,,,,,,,,,,,,,,,,,,,,5.758789002739515,1.9457475590860032,8.141888908074936,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,9.0,0.0,0.0,1089.0,10.0,137.0,13946.0,0.1,98.5,0.0,0.0,1991.31835770607,,,,,,,,,,,,,,,,,,,,,5.671651286493832,1.618967890632955,8.119710504206333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,9.0,0.0,0.0,1132.0,11.0,43.0,13989.0,0.1,30.5,0.0,0.0,1995.6598618030548,,,,,,,,,,,,,,,,,,,,,4.732520127225392,2.1452331267446794,7.851492953921717,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,9.0,0.0,0.0,1306.0,12.0,174.0,14163.0,0.1,128.5,0.0,0.0,2011.130261182785,,,,,,,,,,,,,,,,,,,,,5.911569180914057,1.1404253410112726,7.982357463957057,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,9.0,0.0,0.0,1418.0,13.0,112.0,14275.0,0.1,87.5,0.0,0.0,2021.9291334152222,,,,,,,,,,,,,,,,,,,,,6.068835511176435,1.8214180785024918,8.214480918089434,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,9.0,0.0,0.0,1590.0,14.0,172.0,14447.0,0.1,142.0,0.0,0.0,2037.291832447052,,,,,,,,,,,,,,,,,,,,,6.577891315321286,1.2535125233276996,8.3105260664948,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,9.0,0.0,0.0,1683.0,15.0,93.0,14540.0,0.1,78.5,0.0,0.0,2045.7315895557404,,,,,,,,,,,,,,,,,,,,,6.456402083325605,2.183971894395199,8.324577414884132,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,9.0,0.0,0.0,1863.0,16.0,180.0,14720.0,0.1,146.5,0.0,0.0,2061.6355969905853,,,,,,,,,,,,,,,,,,,,,6.501295696528275,1.3188706494299085,8.222458578631993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,9.0,0.0,0.0,1952.0,17.0,89.0,14809.0,0.1,60.5,0.0,0.0,2069.8441603183746,,,,,,,,,,,,,,,,,,,,,5.196610186654151,1.7096792992462437,7.98561785667176,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,9.0,0.0,0.0,2031.0,18.0,79.0,14888.0,0.1,61.0,0.0,0.0,2077.119415998459,,,,,,,,,,,,,,,,,,,,,5.790663950814006,2.1811834493391022,8.250425960922346,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,10.0,0.0,0.0,69.0,1.0,69.0,14957.0,0.1,54.5,0.0,0.0,2173.2042376995087,,,,,,,,,,,,,,,,,,,,,5.835831119255322,2.117439329636468,7.979491648458084,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,10.0,0.0,0.0,129.0,2.0,60.0,15017.0,0.1,41.0,0.0,0.0,2179.1658709049225,,,,,,,,,,,,,,,,,,,,,4.827302397524161,2.0018492235536907,8.062271097399334,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,10.0,0.0,0.0,174.0,3.0,45.0,15062.0,0.1,32.5,0.0,0.0,2183.610837459564,,,,,,,,,,,,,,,,,,,,,4.898896001685859,2.096584451060043,7.8072851122112095,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,10.0,0.0,0.0,344.0,4.0,170.0,15232.0,0.1,135.5,0.0,0.0,2198.663561105728,,,,,,,,,,,,,,,,,,,,,6.359127148166065,1.1331940632121766,8.080414998848314,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,10.0,0.0,0.0,528.0,5.0,184.0,15416.0,0.1,142.0,0.0,0.0,2214.789540529251,,,,,,,,,,,,,,,,,,,,,6.1997171725361735,1.3816464957586145,8.164475205344633,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,10.0,0.0,0.0,557.0,6.0,29.0,15445.0,0.1,18.5,0.0,0.0,2218.025521993637,,,,,,,,,,,,,,,,,,,,,3.7974480513991815,1.7320129029525557,6.824484479766077,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,10.0,0.0,0.0,643.0,7.0,86.0,15531.0,0.1,66.0,0.0,0.0,2225.8340306282043,,,,,,,,,,,,,,,,,,,,,5.844462524938615,1.718565556627758,7.720610317174901,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,10.0,0.0,0.0,818.0,8.0,175.0,15706.0,0.1,144.5,0.0,0.0,2241.843813419342,,,,,,,,,,,,,,,,,,,,,6.605193983694615,1.5502946755850753,8.224588240315681,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,10.0,0.0,0.0,998.0,9.0,180.0,15886.0,0.1,141.5,0.0,0.0,2257.8104124069214,,,,,,,,,,,,,,,,,,,,,6.2893269122819255,1.1777410407495312,8.206130296310018,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,10.0,0.0,0.0,1160.0,10.0,162.0,16048.0,0.1,133.5,0.0,0.0,2272.35565161705,,,,,,,,,,,,,,,,,,,,,6.568862531626031,1.6773596186266089,8.22407330975036,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10.0,0.0,0.0,1310.0,11.0,150.0,16198.0,0.1,123.0,0.0,0.0,2285.557673215866,,,,,,,,,,,,,,,,,,,,,6.507921443929567,1.7083310900729312,8.248171624400635,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,10.0,0.0,0.0,1487.0,12.0,177.0,16375.0,0.1,140.0,0.0,0.0,2301.0900609493256,,,,,,,,,,,,,,,,,,,,,6.3234284816125985,1.1610333903556758,8.15353369169016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,10.0,0.0,0.0,1519.0,13.0,32.0,16407.0,0.1,20.5,0.0,0.0,2304.2313828468323,,,,,,,,,,,,,,,,,,,,,3.9817503804395398,1.6886852631481624,6.727890675506416,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,10.0,0.0,0.0,1668.0,14.0,149.0,16556.0,0.1,114.0,0.0,0.0,2317.559019088745,,,,,,,,,,,,,,,,,,,,,6.075108648545159,1.6310941423678769,8.312564626753623,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,10.0,0.0,0.0,1800.0,15.0,132.0,16688.0,0.1,104.5,0.0,0.0,2329.7584545612335,,,,,,,,,,,,,,,,,,,,,6.226749467068299,1.8242353312990742,8.204739258061698,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,10.0,0.0,0.0,1986.0,16.0,186.0,16874.0,0.1,141.0,0.0,0.0,2346.27276468277,,,,,,,,,,,,,,,,,,,,,6.071588862526281,1.5851792858107412,8.26192342820521,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,10.0,0.0,0.0,2165.0,17.0,179.0,17053.0,0.1,131.0,0.0,0.0,2362.053890943527,,,,,,,,,,,,,,,,,,,,,5.839318888619112,1.48972823690718,8.097875680885137,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,11.0,0.0,0.0,0.0,0.0,176.0,17229.0,0.1,140.0,0.0,0.0,2460.565105676651,,,,,,,,,0.7175447,0.079400174,0.8448838,0.639912,,,,,17.873863,9.529113,60.474754,5.028023,6.393673885173615,1.1812812188638295,8.220301676380682,1.0,2.0137644,0.0,2.0137644,2.0137644,-1.2140841277404531e-17,0.9999999891492414,4.599000675586585,-6.242518212314375,6.0983067,1.1577533,8.256597,1.792481,0.79675674,0.026612628,0.83693266,0.7675191,-0.059007626,0.053129293,0.028180663,-0.10746944,6.125600538457709,1.5126947648749958,8.200532831646408,0.5,0.11726774,0.0,0.11726774,0.11726774,1.0370525,0.64002794,18.712801,3.2759963e-05,0.9901176,0.1594625,1.2,0.8
199,11.0,0.0,0.0,174.0,1.0,174.0,17403.0,0.1,137.5,0.0,0.0,2489.7129390239716,,,,,,,,,,,,,,,,,,,,,6.340219725993969,1.5241479928421222,8.31945343595962,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,11.0,0.0,0.0,260.0,2.0,86.0,17489.0,0.1,67.0,0.0,0.0,2497.827866077423,,,,,,,,,,,,,,,,,,,,,5.8738497888481875,1.9309388179471474,8.241051367622292,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,11.0,0.0,0.0,436.0,3.0,176.0,17665.0,0.1,136.0,0.0,0.0,2513.611589193344,,,,,,,,,,,,,,,,,,,,,6.136317483180078,1.458194839768495,8.265721533105308,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,11.0,0.0,0.0,487.0,4.0,51.0,17716.0,0.1,40.5,0.0,0.0,2518.4507327079773,,,,,,,,,,,,,,,,,,,,,5.600615082864129,2.3241177616987074,8.078905321759754,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,11.0,0.0,0.0,670.0,5.0,183.0,17899.0,0.1,154.5,0.0,0.0,2534.7894151210785,,,,,,,,,,,,,,,,,,,,,6.751518132363548,1.090615028924957,8.192645281414052,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,11.0,0.0,0.0,715.0,6.0,45.0,17944.0,0.1,30.5,0.0,0.0,2539.386593580246,,,,,,,,,,,,,,,,,,,,,4.531469483618702,1.9470240399319922,7.786757216501821,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,11.0,0.0,0.0,850.0,7.0,135.0,18079.0,0.1,106.5,0.0,0.0,2551.440089941025,,,,,,,,,,,,,,,,,,,,,6.205200917493829,1.5661814000148329,7.909061753193863,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,11.0,0.0,0.0,941.0,8.0,91.0,18170.0,0.1,70.0,0.0,0.0,2559.6915802955627,,,,,,,,,,,,,,,,,,,,,5.8680841867716005,1.6653806195336582,7.645300465462463,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,11.0,0.0,0.0,1120.0,9.0,179.0,18349.0,0.1,143.0,0.0,0.0,2575.5552563667297,,,,,,,,,,,,,,,,,,,,,6.386243620175849,1.5150054473696928,8.30670294001813,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,11.0,0.0,0.0,1155.0,10.0,35.0,18384.0,0.1,24.5,0.0,0.0,2578.9913737773895,,,,,,,,,,,,,,,,,,,,,4.419690764718729,2.1156076102302594,7.666966410358129,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,11.0,0.0,0.0,1322.0,11.0,167.0,18551.0,0.1,128.5,0.0,0.0,2594.0724790096283,,,,,,,,,,,,,,,,,,,,,6.159210213421198,1.5974015798209404,8.227645939778881,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,11.0,0.0,0.0,1471.0,12.0,149.0,18700.0,0.1,119.5,0.0,0.0,2607.2371940612793,,,,,,,,,,,,,,,,,,,,,6.354208236744744,1.742069547980885,8.167740588241353,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,11.0,0.0,0.0,1621.0,13.0,150.0,18850.0,0.1,117.5,0.0,0.0,2620.5412068367004,,,,,,,,,,,,,,,,,,,,,6.196737365341607,1.6855391921085598,8.196263706365444,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,11.0,0.0,0.0,1804.0,14.0,183.0,19033.0,0.1,133.5,0.0,0.0,2636.6697537899017,,,,,,,,,,,,,,,,,,,,,5.821699256544195,1.263552001861029,8.087694441965391,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,11.0,0.0,0.0,1846.0,15.0,42.0,19075.0,0.1,31.0,0.0,0.0,2640.9353396892548,,,,,,,,,,,,,,,,,,,,,4.9174575055966745,2.2978249373368484,8.026877804484448,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,11.0,0.0,0.0,1970.0,16.0,124.0,19199.0,0.1,96.5,0.0,0.0,2652.494694709778,,,,,,,,,,,,,,,,,,,,,6.0808560724760445,1.8116576666168671,8.286053474716995,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,11.0,0.0,0.0,2141.0,17.0,171.0,19370.0,0.1,142.0,0.0,0.0,2667.6738572120667,,,,,,,,,,,,,,,,,,,,,6.644282895234174,1.2690866177388764,8.301468330678818,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,12.0,0.0,0.0,0.0,0.0,172.0,19542.0,0.1,129.0,0.0,0.0,2766.4685111045837,,,,,,,,,0.6748539,0.0902499,0.8202107,0.58771753,,,,,18.139595,9.10277,54.104908,5.9541297,5.9846841098447525,1.3624857448658105,8.1535499599733,1.0,1.9963886,0.0,1.9963886,1.9963886,0.0,0.9999999890639354,5.228755929507291,-6.571919547475959,5.9895544,1.3433632,8.086467,1.2467976,0.7595276,0.040380947,0.8226286,0.7196956,-0.064623676,0.050113093,0.017676376,-0.11201409,6.104583947304475,1.5627253918800055,8.171204668129263,0.5,0.10780058,0.0,0.10780058,0.10780058,1.0441836,0.5806666,20.578016,0.00131781,0.9940412,0.15534255,1.2,0.8
217,12.0,0.0,0.0,83.0,1.0,83.0,19625.0,0.1,64.0,0.0,0.0,2786.76656293869,,,,,,,,,,,,,,,,,,,,,5.8219805045767385,1.7975095260635516,7.818227668668567,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,12.0,0.0,0.0,179.0,2.0,96.0,19721.0,0.1,77.5,0.0,0.0,2795.8446357250214,,,,,,,,,,,,,,,,,,,,,6.2064100359055105,2.0792119942838583,8.294839364519278,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,12.0,0.0,0.0,358.0,3.0,179.0,19900.0,0.1,148.0,0.0,0.0,2811.646438598633,,,,,,,,,,,,,,,,,,,,,6.665387082505115,1.206497658668598,8.279883813768922,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,12.0,0.0,0.0,423.0,4.0,65.0,19965.0,0.1,53.0,0.0,0.0,2817.681484937668,,,,,,,,,,,,,,,,,,,,,5.979890000414154,2.30880479320065,8.208752578473138,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,12.0,0.0,0.0,610.0,5.0,187.0,20152.0,0.1,158.5,0.0,0.0,2834.0960564613342,,,,,,,,,,,,,,,,,,,,,6.777134369865152,1.3999622935026086,8.291715831903348,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,12.0,0.0,0.0,737.0,6.0,127.0,20279.0,0.1,100.0,0.0,0.0,2845.993431329727,,,,,,,,,,,,,,,,,,,,,6.200796883180872,1.5402996473343673,7.987135899753427,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,12.0,0.0,0.0,863.0,7.0,126.0,20405.0,0.1,94.0,0.0,0.0,2857.2029523849487,,,,,,,,,,,,,,,,,,,,,5.793316475430019,1.6498640975935908,8.27099030410395,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,12.0,0.0,0.0,900.0,8.0,37.0,20442.0,0.1,24.5,0.0,0.0,2860.8202497959137,,,,,,,,,,,,,,,,,,,,,4.273457095654614,1.8292302149075683,7.135654048674475,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,12.0,0.0,0.0,937.0,9.0,37.0,20479.0,0.1,23.5,0.0,0.0,2864.51260471344,,,,,,,,,,,,,,,,,,,,,4.024736482096128,1.7652872770400572,7.270364178064557,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,12.0,0.0,0.0,1112.0,10.0,175.0,20654.0,0.1,148.0,0.0,0.0,2879.9438893795013,,,,,,,,,,,,,,,,,,,,,6.7678356849127965,1.4098519995503243,8.302165846284987,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,12.0,0.0,0.0,1290.0,11.0,178.0,20832.0,0.1,139.5,0.0,0.0,2895.846232652664,,,,,,,,,,,,,,,,,,,,,6.246687268314085,1.5905370852442846,8.206303846197065,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,12.0,0.0,0.0,1409.0,12.0,119.0,20951.0,0.1,91.5,0.0,0.0,2906.4893696308136,,,,,,,,,,,,,,,,,,,,,5.981398971393201,1.6568909806567482,7.858500372553056,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,12.0,0.0,0.0,1512.0,13.0,103.0,21054.0,0.1,80.0,0.0,0.0,2915.7307732105255,,,,,,,,,,,,,,,,,,,,,6.057531476464375,1.7791905919154622,8.124070295144657,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,12.0,0.0,0.0,1566.0,14.0,54.0,21108.0,0.1,41.5,0.0,0.0,2920.836970090866,,,,,,,,,,,,,,,,,,,,,5.454405910445311,2.1853913666086244,7.94866955102581,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,12.0,0.0,0.0,1718.0,15.0,152.0,21260.0,0.1,119.5,0.0,0.0,2934.5676629543304,,,,,,,,,,,,,,,,,,,,,6.219029364184389,1.6939050808349327,8.306322484534027,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,12.0,0.0,0.0,1901.0,16.0,183.0,21443.0,0.1,151.0,0.0,0.0,2950.6294980049133,,,,,,,,,,,,,,,,,,,,,6.614761714132969,1.3795331332483136,8.297112173609646,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12.0,0.0,0.0,1979.0,17.0,78.0,21521.0,0.1,58.0,0.0,0.0,2957.844386577606,,,,,,,,,,,,,,,,,,,,,5.572117227578114,1.9302972152329252,8.076346410019802,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,13.0,0.0,0.0,0.0,0.0,184.0,21705.0,0.1,148.0,0.0,0.0,3051.40899848938,,,,,,,,,0.6799273,0.08262929,0.80890805,0.5876021,,,,,17.147884,8.653529,47.21746,5.567827,6.463619792928246,1.4001032575838093,8.274839730698694,1.0,1.9599792,0.0,1.9599792,1.9599792,-8.212468050856451e-18,0.9999999892357073,5.107999122594498,-7.493966801482806,6.1735506,1.2518632,8.194943,1.9273922,0.7639195,0.031949986,0.8119295,0.72333694,-0.06426874,0.051235043,0.016845072,-0.11613499,6.221164131325354,1.6087123811924202,8.179523095634018,0.5,0.10437419,0.0,0.10437419,0.10437419,1.044881,0.59510034,18.167154,0.0001969944,0.99722034,0.15670015,1.2,0.8
235,13.0,0.0,0.0,137.0,1.0,137.0,21842.0,0.1,110.0,0.0,0.0,3076.5400698184967,,,,,,,,,,,,,,,,,,,,,6.346148980021691,1.8100869008688618,8.324859290093736,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,13.0,0.0,0.0,252.0,2.0,115.0,21957.0,0.1,82.5,0.0,0.0,3087.071724653244,,,,,,,,,,,,,,,,,,,,,5.548547581854345,1.7213012093194404,8.125984125069266,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,13.0,0.0,0.0,427.0,3.0,175.0,22132.0,0.1,144.5,0.0,0.0,3103.2799677848816,,,,,,,,,,,,,,,,,,,,,6.598280098212504,1.7617601725358174,8.289095999225303,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,13.0,0.0,0.0,605.0,4.0,178.0,22310.0,0.1,144.0,0.0,0.0,3118.9623103141785,,,,,,,,,,,,,,,,,,,,,6.479826032109174,1.249986995119441,8.31995222824415,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,13.0,0.0,0.0,785.0,5.0,180.0,22490.0,0.1,136.5,0.0,0.0,3134.8862619400024,,,,,,,,,,,,,,,,,,,,,6.094193023205316,1.3114236258821985,8.176605225892828,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,13.0,0.0,0.0,969.0,6.0,184.0,22674.0,0.1,149.5,0.0,0.0,3151.409758090973,,,,,,,,,,,,,,,,,,,,,6.4811716189457735,1.3834750839113659,8.258949707744481,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,13.0,0.0,0.0,1152.0,7.0,183.0,22857.0,0.1,148.5,0.0,0.0,3167.4176304340363,,,,,,,,,,,,,,,,,,,,,6.495855542065465,1.128716282223113,8.048269337172876,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,13.0,0.0,0.0,1337.0,8.0,185.0,23042.0,0.1,151.5,0.0,0.0,3183.6521961688995,,,,,,,,,,,,,,,,,,,,,6.557870665680988,1.1288282459395644,8.168113757502319,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,13.0,0.0,0.0,1520.0,9.0,183.0,23225.0,0.1,143.0,0.0,0.0,3199.790411710739,,,,,,,,,,,,,,,,,,,,,6.248890739564977,1.340881402714624,8.069824563307641,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,13.0,0.0,0.0,1615.0,10.0,95.0,23320.0,0.1,62.0,0.0,0.0,3208.3915808200836,,,,,,,,,,,,,,,,,,,,,4.9179162574431174,1.4682722431386355,7.664972449830133,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,13.0,0.0,0.0,1791.0,11.0,176.0,23496.0,0.1,145.0,0.0,0.0,3224.1789078712463,,,,,,,,,,,,,,,,,,,,,6.60861619781127,1.4007417852046455,8.296242383391519,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,13.0,0.0,0.0,1818.0,12.0,27.0,23523.0,0.1,18.0,0.0,0.0,3226.9082510471344,,,,,,,,,,,,,,,,,,,,,3.8770131356151505,1.8918151238246201,7.022827273510995,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,13.0,0.0,0.0,2002.0,13.0,184.0,23707.0,0.1,147.0,0.0,0.0,3243.02210521698,,,,,,,,,,,,,,,,,,,,,6.39893175624821,1.470640907502997,8.11034211886965,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,13.0,0.0,0.0,2080.0,14.0,78.0,23785.0,0.1,61.5,0.0,0.0,3250.153105735779,,,,,,,,,,,,,,,,,,,,,5.901662900458594,1.8910813700535798,8.084239736192618,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,13.0,0.0,0.0,2189.0,15.0,109.0,23894.0,0.1,84.5,0.0,0.0,3260.494193315506,,,,,,,,,,,,,,,,,,,,,6.056842831608831,1.7458242961926544,8.207602095502699,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,13.0,0.0,0.0,2370.0,16.0,181.0,24075.0,0.1,148.0,0.0,0.0,3276.489068031311,,,,,,,,,,,,,,,,,,,,,6.540953519092872,1.0682823167228486,8.029666204692434,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13.0,0.0,0.0,2552.0,17.0,182.0,24257.0,0.1,149.5,0.0,0.0,3292.4965476989746,,,,,,,,,,,,,,,,,,,,,6.582474584230943,1.2373883386180513,8.298441169574664,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,14.0,0.0,0.0,0.0,0.0,180.0,24437.0,0.1,130.5,0.0,0.0,3404.337971687317,,,,,,,,,0.7896251,0.07204488,0.9041927,0.71035033,,,,,18.09804,9.537364,55.903885,5.267995,5.778117480715354,1.2681821041329124,8.002973118443908,1.0,1.9356588,0.0,1.9356588,1.9356588,-1.0403261138508056e-17,0.9999999896226062,5.070804741894388,-7.2408492180856845,6.429544,1.1259638,8.500344,1.7999005,0.86879134,0.027646223,0.9110992,0.83399165,-0.05970788,0.04494393,0.012640471,-0.10428456,6.312337338806585,1.403094008064909,8.177150840356832,0.5,0.14293899,0.0,0.14293899,0.14293899,1.0447994,0.6743582,25.298662,2.468768e-07,0.9914271,0.160268,1.2,0.8
